§r	17089	0.0012466856756625639
ikh	436	3.180730028608332E-5
§o	6093	4.444997262456552E-4
§p	167963	0.012253324720072048
hi	39692	0.002895631566411053
§u	43199	0.0031514760666479665
§v	115253	0.008407997201541196
ho	32967	0.0024050258452552957
§ṇ	2	1.4590504718386845E-7
§s	183029	0.013352427440508128
bhu	3648	2.6613080606337604E-4
§t	115535	0.00842856981319412
hm	9588	6.994687961994654E-4
id	17728	0.0012933023382378098
§y	43406	0.0031665772390314967
ic	16695	0.0012179423813673419
ib	9434	6.882341075663074E-4
ia	45	3.28286356163704E-6
ih	15097	0.001101364248667431
ig	7287	5.316050394144247E-4
dā	26202	0.0019115020231558605
kkh	93344	0.006809680362165508
cī	4527	3.302560743006862E-4
ir	18562	0.001354144742913483
aū	13	9.483828066951449E-7
is	59024	0.004305949752490326
it	80237	0.005853491635446026
iu	18	1.313145424654816E-6
eñ	214	1.5611840048673923E-5
iv	19308	0.001408567325513066
ii	5	3.6476261795967113E-7
ach	119	8.681350307440172E-6
ij	8378	6.111962426532249E-4
§ṭ	2	1.4590504718386845E-7
ik	104522	0.007625143670876149
il	7458	5.440799209486454E-4
im	30969	0.002259266703118611
in	33465	0.002441356202004079
io	2	1.4590504718386845E-7
ip	29533	0.0021545068792405936
je	4539	3.3113150458378944E-4
ūbh	18	1.313145424654816E-6
eā	1	7.295252359193423E-8
ji	8460	6.171783495877635E-4
§ph	5076	3.703070097526581E-4
bha	52125	0.0038026502922295716
iy	59959	0.004374160362048784
§b	24260	0.0017698282223403243
§a	170593	0.012445189857118835
§d	52393	0.0038222015685522095
§c	60352	0.004402830703820414
bhe	3840	2.8013769059302744E-4
ja	34906	0.002546480788500056
§e	47606	0.003472977838117621
mph	1323	9.651618871212898E-5
ṭi	27257	0.001988466935545351
ḍḍ	419	3.056710738502044E-5
ṭe	801	5.843497139713931E-5
īṭ	93	6.784584694049883E-6
pū	2476	1.8063044841362913E-4
eth	1458	1.063647793970401E-4
uṭ	8468	6.17761969776499E-4
ṭa	5322	3.8825333055627395E-4
rī	3514	2.5635516790205684E-4
ūṇ	31	2.261528231349961E-6
tñ	1	7.295252359193423E-8
ṇī	3989	2.910076166082256E-4
sā	53773	0.003922876051109079
ūḷ	921	6.718927422817142E-5
dhū	427	3.1150727573755914E-5
uṭh	27	1.969718136982224E-6
āṭ	2057	1.500633410286087E-4
ṭy	3	2.1885757077580268E-7
pph	1026	7.484928920532451E-5
vv	1	7.295252359193423E-8
ṭu	309	2.2542329789907675E-5
chā	7377	5.381707665376988E-4
ṇṭ	181	1.3204406770140094E-5
ḍḍh	1711	1.2482176786579946E-4
ith	107	7.805920024336961E-6
ṭo	556	4.056160311711543E-5
rā	36905	0.0026923128831603327
āg	22761	0.0016604723894760149
āh	20825	0.0015192363038020302
āe	8	5.836201887354738E-7
vh	1016	7.411976396940517E-5
āc	11040	8.053958604549538E-4
vi	75685	0.0055214117480555415
ād	31221	0.0022776507390637785
āa	127	9.264970496175646E-6
āb	1946	1.41965610909904E-4
āo	17	1.2401929010628818E-6
vt	1	7.295252359193423E-8
āp	43549	0.0031770094499051437
vu	16130	0.001176724205537899
ām	40798	0.0029763170575037323
ān	105540	0.007699409339892738
nū	847	6.179078748236828E-5
āk	10699	7.805190499101043E-4
ṇā	13256	9.6705865273468E-4
āl	10193	7.436050729725855E-4
pī	3139	2.2899797155508152E-4
āi	16	1.1672403774709476E-6
vo	9888	7.213545532770456E-4
āj	12434	9.070916783421101E-4
ī*	28837	0.002103731922820607
āv	35236	0.0025705551212853945
uy	3223	2.35125983536804E-4
āu	31	2.261528231349961E-6
āñ	381	2.779491148852694E-5
ghī	77	5.617344316578935E-6
ūṭ	522	3.808121731498966E-5
āt	42093	0.0030707905755552873
ās	40256	0.002936776789716904
uv	3977	2.901321863251224E-4
ār	60778	0.004433908478870578
uu	31	2.261528231349961E-6
phā	914	6.667860656302787E-5
ve	50686	0.003697671610780778
va	125174	0.009131759188096774
āy	76861	0.0056072039157996564
āā	418	3.0494154861428504E-5
uj	5613	4.0948251492152677E-4
uk	22412	0.0016350119587424299
ul	8751	6.384075339530164E-4
ue	4	2.918100943677369E-7
uth	700	5.106676651435396E-5
pā	39208	0.002860322544992557
dhī	503	3.669511936674292E-5
ug	7993	5.831095210703303E-4
uh	859	6.26662177654715E-5
tth	39552	0.0028854182131081824
ur	9800	7.149347312009554E-4
us	26363	0.001923247379454162
mū	3380	2.465795297407377E-4
chī	56	4.085341321148316E-6
ut	32047	0.0023379095235507162
um	6609	4.821432284190933E-4
un	15078	0.0010999781507191842
phī	46	3.355816085228974E-6
uo	11	8.024777595112764E-7
eṭh	254	1.852994099235129E-5
up	42975	0.003135134701363373
ty	163	1.1891261345485279E-5
tu	21035	0.0015345563337563364
tt	100490	0.00733099909575347
tv	25094	0.0018306706270159975
ub	5070	3.698692946111065E-4
ua	24	1.7508605662064214E-6
ud	23197	0.0016922796897620982
uc	12683	9.252568567165017E-4
ghā	3714	2.709456726204437E-4
to	55295	0.004033909792016003
tn	25	1.8238130897983556E-6
ā*	238983	0.017434412945571215
thā	23802	0.0017364159665352184
ū*	7975	5.817963756456755E-4
lū	359	2.6189955969504386E-5
tr	3463	2.526345891988682E-4
nī	10834	7.903676405950153E-4
āḍ	4	2.918100943677369E-7
oā	10	7.295252359193423E-7
te	53017	0.003867723943273577
iph	456	3.3266350757922005E-5
ti	243354	0.01775328842619156
v*	1	7.295252359193423E-8
īa	16	1.1672403774709476E-6
oth	338	2.4657952974073766E-5
īb	76	5.544391792987001E-6
ta	202310	0.014759025047884212
oñ	35	2.553338325717698E-6
su	44910	0.003276297834513766
ghū	6	4.3771514155160536E-7
nth	922	6.726222675176336E-5
sv	1709	1.2467586281861558E-4
kū	1357	9.899657451425474E-5
ss	113720	0.00829616098287476
īc	408	2.976462962550916E-5
st	40	2.918100943677369E-6
īd	2932	2.1389679917155113E-4
sy	16	1.1672403774709476E-6
īj	339	2.47309054976657E-5
īg	25	1.8238130897983556E-6
īh	2788	2.0339163577431262E-4
īl	3705	2.702890999081163E-4
uḍ	208	1.5174124907122318E-5
īk	2418	1.7639920204529696E-4
sn	134	9.775638161319186E-6
īn	5888	4.295444589093087E-4
īm	951	6.937784993592944E-5
sm	18095	0.0013200759143960497
īp	1154	8.41872122250921E-5
so	36396	0.002655180048652038
chū	1	7.295252359193423E-8
īr	3518	2.566469779964246E-4
mī	4383	3.197509109034477E-4
īt	12792	9.332086817880226E-4
īs	2649	1.9325123499503376E-4
nā	69009	0.0050343807005557885
īv	6840	4.989952613688301E-4
īu	1	7.295252359193423E-8
se	25117	0.001832348535058612
u*	35478	0.0025882096319946426
si	37379	0.0027268923793429094
īy	8516	6.212636909089118E-4
ḍa	3812	2.7809501993245327E-4
ṭhū	28	2.042670660574158E-6
sa	307247	0.022414444016051013
jū	85	6.200964505314409E-6
ḍe	515	3.7570549649846126E-5
thī	869	6.339574300139084E-5
ru	6142	4.4807439990166E-4
ḍi	1860	1.3569169388099765E-4
ṃā	3	2.1885757077580268E-7
lī	2242	1.6355955789311652E-4
ūj	523	3.81541698385816E-5
āū	1	7.295252359193423E-8
ro	24753	0.0018057938164711478
ūh	2204	1.6078736199662302E-4
ūg	128	9.337923019767581E-6
ūd	23	1.677908042614487E-6
ūc	121	8.827255354624041E-6
ri	65837	0.0048029752957221734
ūa	1	7.295252359193423E-8
āṇ	13734	0.0010019299590116246
īḷ	577	4.209360611254605E-5
āṅ	16	1.1672403774709476E-6
mā	63868	0.004659331776769655
ṇy	7	5.106676651435395E-7
re	15935	0.0011624984634374719
āṃ	2	1.4590504718386845E-7
ṃñ	2	1.4590504718386845E-7
ṇu	690	5.033724127843461E-5
ra	92241	0.006729213728643605
ṇo	4919	3.5885346354872443E-4
īṇ	1816	1.3248178284295254E-4
ṇi	4693	3.423661932169473E-4
kī	921	6.718927422817142E-5
ṭṭ	1634	1.1920442354922052E-4
ṇh	6042	4.4077914754246656E-4
īṃ	8	5.836201887354738E-7
uph	7	5.106676651435395E-7
lā	15027	0.0010962575720159956
uṅ	129	9.410875543359515E-6
uṇ	5951	4.341404678956006E-4
ūy	28	2.042670660574158E-6
uṃ	11049	8.060524331672813E-4
ūs	937	6.835651460564237E-5
py	6	4.3771514155160536E-7
ūt	5963	4.350158981787038E-4
ūv	43	3.136958514453172E-6
ūp	12850	9.374399281563548E-4
pu	29054	0.0021195626204400567
pv	1	7.295252359193423E-8
āḷ	1524	1.1117964595410776E-4
ūr	2791	2.0361049334508842E-4
ūk	218	1.590365014304166E-5
pp	32437	0.00236636100775157
jī	3145	2.2943568669663312E-4
ūl	2944	2.1477222945465434E-4
uḷ	523	3.81541698385816E-5
ūm	1069	7.798624771977768E-5
ūn	3135	2.287061614607138E-4
hū	613	4.471989696185568E-5
thū	693	5.0556098849210415E-5
ṅgh	8415	6.138954860261265E-4
aḍ	1804	1.3160635255984933E-4
ṅg	9349	6.82033143060993E-4
ekh	677	4.938885847173947E-5
ṅk	8886	6.482561246379275E-4
dha	46781	0.003412792006154275
oph	15	1.0942878538790135E-6
thy	4	2.918100943677369E-7
cch	23765	0.0017337167231623169
tht	1	7.295252359193423E-8
thu	4907	3.579780332656212E-4
dhv	1	7.295252359193423E-8
āgh	416	3.0348249814244637E-5
dhu	2655	1.9368895013658537E-4
īā	2	1.4590504718386845E-7
yī	1111	8.105025371063893E-5
dhi	19473	0.0014206044919057351
dhe	4651	3.393021872260861E-4
aḷ	1463	1.0672954201499976E-4
ṇa	30352	0.0022142549960623877
īñ	2	1.4590504718386845E-7
dho	7266	5.300730364189941E-4
ṇe	5511	4.020413575151495E-4
ṃg	202	1.4736409765570714E-5
a*	303409	0.02213445223050517
ṃh	921	6.718927422817142E-5
ṃi	5	3.6476261795967113E-7
ṃj	123	8.97316040180791E-6
ṃc	48	3.501721132412843E-6
ṃd	328	2.3928427738154424E-5
ṃo	4	2.918100943677369E-7
ṃṃ	4	2.918100943677369E-7
ṃp	701	5.113971903794589E-5
ṃṅ	1	7.295252359193423E-8
ṃr	84	6.128011981722475E-6
ṃk	1376	1.003826724625015E-4
ṃl	36	2.626290849309632E-6
yā	52034	0.0037960116125827052
ṃm	242	1.7654510709248082E-5
ṃn	859	6.26662177654715E-5
ñū	767	5.595458559501355E-5
ukh	8121	5.924474440900978E-4
vū	1262	9.2066084773021E-5
ṃy	2511	1.8318378673934683E-4
ṃt	75	5.471439269395067E-6
ṃs	9835	7.174880695266731E-4
ṃv	6042	4.4077914754246656E-4
ṃu	16	1.1672403774709476E-6
ñch	196	1.4298694624019107E-5
aph	796	5.807020877917964E-5
ṭhā	12504	9.121983549935455E-4
ṭhī	247	1.801927332720775E-5
ḍhā	226	1.6487270331777136E-5
uū	1	7.295252359193423E-8
īth	44	3.2099110380451058E-6
ṅa	11	8.024777595112764E-7
ājh	1	7.295252359193423E-8
ñī	1658	1.2095528411542694E-4
ṇḍ	7397	5.396298170095374E-4
īṭh	294	2.144804193602866E-5
ābh	8413	6.137495809789426E-4
cha	15633	0.0011404668013127077
ṃ*	354456	0.025858459702302636
egh	166	1.2110118916261081E-5
ḍhī	18	1.313145424654816E-6
vī	5755	4.1984177327158143E-4
tū	2199	1.6042259937866336E-4
ṃch	8	5.836201887354738E-7
ñjh	65	4.741914033475725E-6
ṭho	3186	2.3242674016390243E-4
ujh	1	7.295252359193423E-8
vā	88198	0.006434266675761415
dhā	16137	0.0011772348732030425
chu	158	1.1526498727525607E-5
āch	20	1.4590504718386845E-6
okh	141	1.0286305826462725E-5
ṭhu	486	3.5454926465680035E-5
che	2056	1.4999038850501675E-4
sū	1632	1.1905851850203665E-4
ṭha	14653	0.0010689733281926122
ṃa	80	5.836201887354738E-6
ṃb	40	2.918100943677369E-6
chi	5581	4.071480341665849E-4
cho	433	3.158844271530752E-5
ṭhi	11620	8.477083241382757E-4
ṃbh	93	6.784584694049883E-6
ṭhe	3797	2.7700073207857426E-4
uā	16	1.1672403774709476E-6
ṇṇ	6528	4.762340740081466E-4
ugh	76	5.544391792987001E-6
īph	2	1.4590504718386845E-7
yy	27780	0.0020266211053839326
ādh	10477	7.643235896726948E-4
rū	9537	6.957482174962767E-4
ḷū	2	1.4590504718386845E-7
tī	15105	0.0011019478688561665
ath	36718	0.0026786707612486407
tho	2513	1.833296917865307E-4
yh	1644	1.1993394878513987E-4
ye	24369	0.0017777800474118451
tā	58493	0.0042672119624630085
ya	155290	0.011328797388591466
the	4776	3.4842125267507787E-4
ñā	24414	0.0017810629109734821
thi	11264	8.217372257395471E-4
yv	248	1.8092225850799687E-5
yu	4987	3.63814235152976E-4
uñ	5134	3.745382561209903E-4
tha	38144	0.002782701059890739
sī	11949	8.717097044000221E-4
yo	29696	0.0021663981405860787
ññ	47540	0.003468162971560553
yi	6614	4.8250799103705295E-4
